标题,链接,up主,up主id,精确播放数,历史累计弹幕数,点赞数,投硬币枚数,收藏人数,转发人数,发布时间,视频时长(秒),视频简介,作者简介,标签,视频aid
五毛经费还原《七龙珠》,https://www.bilibili.com/video/BV1co4y1M7TN,么西的画本,363964936,900402,1121,90416,73683,12116,3130,2023/5/30 18:20,149,梦开始的地方.......................,未找到作者简介,"动画短片群星计划,贝吉塔,孙悟空,绘画,童年回忆杀,动漫,龙珠超,童年,龙珠Z,鸟山明,七龙珠,动画短片群星计划 第八期,动画,短片·手书·配音",401653012
史瓦罗也太难打了吧！！！,https://www.bilibili.com/video/BV1Ac411V7oA,自由魂儿儿儿,1282271864,216991,593,30254,3932,3390,464,2023/6/1 11:40,149,简介：又花钱做了二创哈哈哈哈哈！喜欢吗！！！；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"崩坏：星穹铁道创作者激励计划,姬子,手机游戏,游戏,二次元,星穹铁道,自由魂,克拉拉,米哈游,景元,游戏,手机游戏",271769894
大招120秒 伤害是真的高_电子竞技热门视频,https://www.bilibili.com/video/BV1Hs4y1i7TA,九木又下饭了,439015571,589384,324,44673,1887,1729,93,2023/5/29 16:20,150,简介：投币过700 明天就更新；更多王者荣耀实用攻略教学，爆笑沙雕集锦，你所不知道的王者荣耀游戏知识，热门王者荣耀游戏视频7*24小时持续更新,未找到作者简介,"大招120秒 伤害是真的高,Everybody Dies In Their Nightmares,王者荣耀,手机游戏,电子竞技,MOBA,苏烈,游戏,电子竞技",996747582
要快乐，熊出没！我们的十年，感谢有你一起见证,https://www.bilibili.com/video/BV1Cm4y147Xy,熊出没BoonieBears,14373586,106469,580,17299,4292,3626,692,2023/6/1 9:39,150,要快乐，熊出没！我们的十年，感谢有你一起见证,未找到作者简介,"熊出没,十周年,,",699325226
魔法少女小圆巴麻美原创丝带舞（漫展现场纯享版）,https://www.bilibili.com/video/BV1VL411q74f,爱烤蛇的柠檬,26111604,137421,279,19235,4758,7448,1631,2023/5/31 10:00,152,本段是和几个朋友一起演出的魔法少女小圆舞台剧中的巴麻美片段节选，要是有对整体舞台感兴趣的，可以移至我的主页观看。,未找到作者简介,"Credens justitiam,我在漫展跳宅舞,魔法少女小圆,漫展,宅舞,舞蹈,巴麻美,Cosplay,哔哩哔哩舞蹈嘉年华2023,舞蹈,宅舞",444159834
3分钟拯救你的拯救者 R9-7945篇,https://www.bilibili.com/video/BV1Kz4y1q7yU,麦香牛奶Mitsu,11474022,110500,90,4642,2749,4294,669,2023/6/2 8:03,152,最近有人谣传我是联想黑子，这里特地澄清一下，我是联想病娇粉,未找到作者简介,"科技猎手2023,数码,联想,笔记本电脑,科技,教程,科技鉴赏家,拯救者,首发,3分钟,科技,数码",571823870
【崩坏星穹铁道】“基础概率/效果命中/效果抵抗”科普+“减防”收益计算参考,https://www.bilibili.com/video/BV1Bh4y1d74X,卡特亚,43222001,170567,522,15027,948,1396,282,2023/6/1 11:00,152,自制 视频播放量 170567、弹幕量 522、点赞数 15027、投硬币枚数 948、收藏人数 1396、转发人数 282,未找到作者简介,"崩坏：星穹铁道公测游戏攻略,崩坏：星穹铁道,手机游戏,崩坏：星穹铁道创作者激励计划,效果抵抗,效果命中,减防,游戏,手机游戏",656840480
肉肉：就想问问你们坚持了多久？_哔哩哔哩bilibili,https://www.bilibili.com/video/BV1Hz4y1q7UM,肉肉怎么这么菜,11257744,1118771,1695,63888,1370,10640,797,2023/5/31 17:50,153,已有63888名玩家向您推荐本视频，点击前往哔哩哔哩bilibili一起观看；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"肉肉：就想问问你们坚持了多久？,搞笑,肉肉怎么这么菜,only up,肉肉,steam游戏,游戏,单机游戏",571845849
我们的故事3,https://www.bilibili.com/video/BV1sX4y1a7H1,Kevin一家在贵州,3.49327E+15,121107,124,9966,6681,423,40,2023/5/31 15:16,153,-,未找到作者简介,"情感,一家,记录,故事,贵州,生活,日常",356754541
这辈子不想COS了_哔哩哔哩bilibili_原神,https://www.bilibili.com/video/BV1Xm4y1x72Y,神奇的巅峰,3.46158E+15,202337,937,20920,3216,2306,346,2023/6/1 12:00,153,简介：我猜这个cos模式有点前卫……；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"这辈子不想COS了,原神3.7游戏二创,原神,搞笑,手机游戏,原神UP主激励计划,cos,独眼小宝,神奇的巅峰,六一儿童节,整活,荒泷一斗,游戏,手机游戏",699162237
分 手 大 师,https://www.bilibili.com/video/BV13d4y1f7LL,自动鬼畜中的WZ,16054375,1538160,7935,172594,30278,34113,13282,2023/6/1 12:00,154,学会了，这就去逝世,未找到作者简介,"鬼畜星探企划,鬼畜,搞笑,绕口令,点进来前没想到这么好笑,鬼畜,鬼畜调教",401532786
谁教你这么剪的？_网络游戏热门视频,https://www.bilibili.com/video/BV1Wz4y1q7qz,DOTA2国服,296732,339920,410,27089,14001,3110,4376,2023/6/1 12:16,154,更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"谁教你这么剪的？,Unwelcome school,万物皆可游戏,猫和老鼠,DOTA2,DOTA,搞笑,电子竞技,游戏,刀塔,猫鼠队,MOBA,游戏,网络游戏",571849521
AI青雀:"房子着火我拍照 人生乱套我睡觉" 翻唱「人生态度」【AI翻唱】,https://www.bilibili.com/video/BV1Y24y1A7H6,云间独觉,296157,449963,238,33737,6747,15313,4676,2023/5/27 19:28,155,本作品仅供个人兴趣研究使用，声音及曲目属于版权方。AI模型: so-vits-svc 4.0翻唱曲目：王七七 - 人生态度音源：星穹铁道 - 青雀角色语音完全没有ooc的&quot;个人主题曲&quot;(doge)看到评论区有不少人要下载，这里补个下载连接https://pan.baidu.com/s/1ujwZLm3uEebTJay9OtP6Og?pwd=7gqy另外，本人技术渣，周日研究了许,未找到作者简介,"人生态度,AI虚拟之声实验室,翻唱,星穹铁道,so-vits-svc,青雀,sovits,虚拟之声创作计划·2023第二期,音乐,VOCALOID·UTAU",784116682
"[XG TAPE #3-A] Two Tens (HARVEY, MAYA)",https://www.bilibili.com/video/BV17h4y1s7hM,XGALX_XG,2087881184,148417,452,17087,5352,3937,1961,2023/6/1 16:55,156,演唱：HARVEY &amp; MAYA原唱:  Cordae - Two Tens-------[XG TAPE #1] Chill Bill (JURIN,XG官方 第三支单曲 ‘SHOOTING STAR’ 2023.01.25 周三 正式公开，相关视频：[XG TAPE #2] GALZ XYPHER (COCONA,"XGALX,XGTAPE,XG,MAYA,HARVEY,音乐,音乐综合",614255075
三脚狮子猫小区乞讨，带回家当晚就在猫砂盆里生了崽！,https://www.bilibili.com/video/BV1ZX4y1b7a8,和猫住,26321770,692002,726,66716,40786,4762,772,2023/5/31 20:00,156,三脚猫妈妈在线乞讨【和猫住】猫咪应急救援·领养平台握爪盖章·余生请多指教～,未找到作者简介,"这个宠物不重样,喵星人,萌宠,小奶猫,可爱,猫咪消防员,流浪猫,橘白,领养替代购买,和猫住,救助猫咪,动物观察局21.0 小动物集合啦,动物圈,喵星人",356838440
【皮肤展示】跳跳妹妹全新OPL系列皮肤「缭星·灵跃」_手机游戏热门视频,https://www.bilibili.com/video/BV1Fs4y1q7ps,决战平安京官方,267637532,91142,342,5939,671,428,2343,2023/6/2 15:03,156,"简介：街机前少女舞姿干脆利落，
屏幕上游戏得分迅速飙升。
身为电玩；已有5939名玩家向您推荐本视频，点击前往哔哩哔哩bilibili一起观看；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新",未找到作者简介,"【皮肤展示】跳跳妹妹全新OPL系列皮肤「缭星·灵跃」,决战平安京,手机游戏,OPL,跳跳妹妹,游戏,手机游戏",996868943
郭德纲翻唱鬼灭之刃《红莲华》！看我纲柱-“日”之 呼 吸【AI郭德纲】,https://www.bilibili.com/video/BV15X4y187cf,猛虎趴窝窝AI,421490994,205119,338,9928,4796,3195,5026,2023/6/1 19:00,157,这次的视频讲述了一个炭治纲于无谦爱恨情仇的故事，在谦豆子和无谦之间还是选择了无谦，因为……万物皆老两口！又是大铁棍子医院大夫放假的一天，我又放出来了，难道是越走是越邪门了？已经快出不去了。。。来吧 雅俗共赏吧各位！如果我掏出这首《红莲华》，阁下们的评论区和弹幕该如何应对？裤~衩~！再次感谢各位之前的点赞投币支持，以及弹幕的疯狂解说，上一期的给我乐坏了 哈哈哈哈,未找到作者简介,"虚拟之声创作计划,鬼灭之刃,AI郭德纲,红莲华,郭德纲于谦,vits,虚拟之声创作计划·2023第二期,音乐,VOCALOID·UTAU",356851800
那么我这赌上阳寿的一刀，你又该如何应对呢？_手机游戏热门视频,https://www.bilibili.com/video/BV1uM4y1e7aR,うえすぎ绘梨衣,128641007,682361,2418,41395,1970,4190,2500,2023/6/1 9:44,158,简介：啊1这次的素材打的折磨死我了 赌暴击赌了一晚上；更多火影忍者手游实用攻略教学，爆笑沙雕集锦，你所不知道的火影忍者手游游戏知识，热门火影忍者手游游戏视频7*24小时持续更新,未找到作者简介,"那么我这赌上阳寿的一刀，你又该如何应对呢？,悪魔の子,夏日整活大赏,火影忍者手游,手机游戏,决斗场,火影忍者,格斗游戏,高爆发,大筒木金式,骚玩法,阳寿,搞笑研究所2023 4.0,游戏,手机游戏",911754332
论广东的饮食有多清淡,https://www.bilibili.com/video/BV1um4y1b7xM,三金啊C8,624708064,1154549,1447,89247,2570,4336,1953,2023/5/27 12:35,158,-,未找到作者简介,"搞笑研究所,粤语,美食,搞笑,无厘头,高能,饮食,广东,吐槽,搞笑研究所2023 3.0,生活,搞笑",699045965
卡维金曲《失业阵线联盟》_哔哩哔哩bilibili_原神,https://www.bilibili.com/video/BV1EM4y1e7j4,愚人戏社,1011627201,130848,283,25398,5428,7724,1290,2023/6/2 12:00,158,"简介：卡维金曲-《失业阵线联盟》?
策划：愚人戏社 @泡菜盐初  ；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新",未找到作者简介,"卡维金曲《失业阵线联盟》,失恋阵线联盟,原神UP主激励计划,原神,手机游戏,卡维,提纳里,艾尔海森,须弥F4,角色金曲,旅行者,赛诺,愚人戏社,游戏,手机游戏",911751057
你小子，好像有点疯啊？！《Insane》翻唱,https://www.bilibili.com/video/BV15X4y187ph,张恩恩NNN,36416972,85000,261,14725,4310,7563,733,2023/5/31 17:00,159,《Insane》原唱：Black Gryph0n/Baasik翻唱：张恩恩混音：麻瓜榛曲绘：ASAGIIIPV：零玖Nine特别感谢：烟熏企鹅肉【总督定制】,未找到作者简介,"Insane,我超敢唱挑战赛,英文翻唱,翻唱,外语翻唱,地狱客栈,Alastor,张恩恩,新世代音乐人计划女生季,音乐,翻唱",356859377
这就是我们的组合技！_火影忍者手游,https://www.bilibili.com/video/BV18m4y147B3,火影型男奇拉比,2051066128,723276,172,28378,1152,17128,344,2023/5/28 20:08,161,更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"这就是我们的组合技！,火影忍者手游,搞笑,手机游戏,沙雕,格斗游戏,游戏,手机游戏",699245834
一张A4纸就能折的简单礼品袋,https://www.bilibili.com/video/BV16u4y1f7DK,莲花手工,3.46157E+15,354417,363,30041,12010,55839,1203,2023/5/29 14:26,161,用纸：A4纸或包装纸,未找到作者简介,"Swan Lake Op.20 TH.12 / Act 2:No.13d Danse des petits cygnes (Allegro moderato),一起做手工吧！,折纸,礼物,手工,娱乐,生活,A4,情人节,影视,礼品袋,一起做手工吧6.0艺术幻想季,生活,手工",826669999
【(G)I-DLE】- 'Allergy' LIVE CLIP,https://www.bilibili.com/video/BV1iX4y1h76q,GIDLE_official,624243924,254674,483,31890,7149,6987,698,2023/5/29 23:22,162,【(G)I-DLE】- 'Allergy' LIVE CLIP,未找到作者简介,"Allergy,和GIDLE一起《I feel》,叶舒华,宋雨琦,音乐现场,MINNIE,（G)I-DLE,田小娟,曺薇娟,万物皆可KPOP2.0,音乐,音乐现场",356634621
【(G)I-DLE】[M/V] - 'Queencard' (Performance Ver.),https://www.bilibili.com/video/BV1ps4y1i7Su,GIDLE_official,624243924,797724,491,54169,10403,19470,1203,2023/5/28 21:00,163,【(G)I-DLE】[M/V] - 'Queencard' (Performance Ver.),未找到作者简介,"Queencard,GIDLE《Queencard》安利挑战,叶舒华,宋雨琦,(G)I-DLE,MV,MINNIE,田小娟,曺薇娟,万物皆可KPOP2.0,音乐,MV",996749442
青瑶《声声慢》梦入江南 余韵百转,https://www.bilibili.com/video/BV19k4y1W7uv,柳青瑶本尊,30954515,93035,183,6326,1696,1549,200,2023/6/2 17:55,163,词曲：查了很多信息确实不太了解，欢迎补充编曲、和声：陆大胖,未找到作者简介,"声声慢,新世代音乐人计划女生季,国风音乐,中国风,古风,翻唱,江南,柳青瑶,音乐,翻唱",741773023
“所以爱情啊，它苦涩如歌”,https://www.bilibili.com/video/BV1iu411p7Eg,-柠萌菌-,124735327,289597,1231,25810,8471,8051,661,2023/5/31 22:51,164,BGM：卒業メモリーズ ~サヨナラ喜欢就点个赞留下足迹吧！,未找到作者简介,"卒業メモリーズ~サヨナラ、あなた。~ (毕业回忆~再见了 亲爱的你。~),这个MAD真厉害,铃芽之旅,新海诚,AMV,MAD,童年回忆杀,MAD.AMV,天降之物,剪辑,多素材,爱情,童年,致热爱动画的你·2023春季创作激励,动画,MAD·AMV",529281745
时隔12年的MV，送给你我??,https://www.bilibili.com/video/BV1qu411p7CN,刘美含Mikan,16210993,123888,170,12871,3211,1490,129,2023/6/1 17:58,164,把这首 在无数个日夜治愈我的《能走多远》唱出来送给你，不论是今天儿童节、即将迎来的高考、毕业 还是任何你需要的时候，希望它可以成为你的力量??.乘着风 迎着浪 扬着帆，勇敢前进！终会知道，能走多远?.《能走多远》Covered by 刘美含Original by 刘美麟,未找到作者简介,"How Far I'll Go,夏日整活大赏,MV,华语MV,治愈自己,成长,刘美含,六一快乐,搞笑研究所2023 4.0,音乐,MV",529325122
陈翔六点半：所有兄弟都想她，大脑直呼太难啦,https://www.bilibili.com/video/BV1sm4y1b7Eg,陈翔六点半,19286458,509896,552,26966,1859,676,545,2023/5/30 18:04,164,小伙不想再被女神pua，大脑出来统领全局却换来这个结局。,未找到作者简介,"B站小剧场,搞笑,生活,高能,陈翔六点半,爱情,反转,奇葩,内心世界,舔狗,我在B站拍短剧·夏日剧场,影视,小剧场",699126981
晓创生飞段防反强行吃通灵_火影忍者手游,https://www.bilibili.com/video/BV1kV4y1z7CN,鬼渐van火影,323357649,379206,2129,35469,983,2933,487,2023/5/31 20:48,166,已有35469名火影忍者手游玩家向您推荐本视频，点击前往哔哩哔哩bilibili一起观看；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"晓创生飞段防反强行吃通灵,万物皆可游戏,火影忍者手游,手机游戏,游戏,手机游戏",869253046
大家好我是娜哒莎 我开始更新视频了,https://www.bilibili.com/video/BV16h4y1d7En,娜哒莎和安德烈,1049518404,361936,1639,53884,59740,4087,126,2023/6/1 12:19,166,大家好我是娜哒莎 我开始更新视频了,未找到作者简介,"生活记录,大家好,更新,记录,生活,日常",656849039
在上司的葬礼上真情流露,https://www.bilibili.com/video/BV15L411z7P5,逗比的雀巢,5294454,4460609,3309,367914,58400,28282,11631,2023/5/27 17:10,168,关注我关注我关注我！么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么么,未找到作者简介,"职场,搞笑,娱乐,恶搞,生活记录,搞笑视频,原创,#外星人电解质水,#补充电解质就喝外星?,老板,生活,搞笑",444029717
演技上线，印度美食教会了食客虚晃一枪,https://www.bilibili.com/video/BV14m4y147pk,世界美食official,1007043700,510588,2380,48814,3443,1424,933,2023/5/31 20:15,168,小哥：口感不错，很有活性，还会爆汁！路人：不是晒干了吗？小哥：...,未找到作者简介,"分享你的夏日必吃美食,印度美食,美食侦探,美食,印度料理,印度小吃,世界美食official,咸鱼,印度旅游,乡村美食,四季美食·芬芳五月·美食探寻季,美食,美食侦探",699265990
